cup_metal_t4,12783.0,12363.0,10180.0,170.0,44.0,255.0
cup_metal_t5,12099.0,15084.0,14884.0,162.0,43.0,255.0
eggcoloringcup_orange_t1,10067.0,8050.0,12715.0,170.0,42.0,255.0
eggcoloringcup_orange_t2,11744.0,14459.0,13902.0,170.0,43.0,255.0
eggcoloringcup_orange_t3,13777.0,9042.0,9557.0,175.0,48.0,255.0
eggcoloringcup_orange_t4,12815.0,8219.0,11820.0,179.0,41.0,255.0
eggcoloringcup_orange_t5,11714.0,14983.0,14323.0,166.0,48.0,255.0
eggcoloringcup_pink_t1,11910.0,14707.0,14267.0,168.0,48.0,255.0
eggcoloringcup_pink_t2,13717.0,11445.0,10095.0,176.0,46.0,255.0
eggcoloringcup_pink_t3,11735.0,14879.0,14401.0,161.0,46.0,255.0
eggcoloringcup_pink_t4,13827.0,14356.0,10158.0,176.0,48.0,255.0
eggcoloringcup_pink_t5,12370.0,9306.0,14644.0,169.0,43.0,255.0
eggcoloringcup_yellow_t1,10947.0,14579.0,14383.0,161.0,46.0,255.0
eggcoloringcup_yellow_t2,12398.0,19869.0,14757.0,163.0,46.0,255.0
eggcoloringcup_yellow_t3,14185.0,14982.0,10776.0,186.0,48.0,255.0
eggcoloringcup_yellow_t4,12795.0,13582.0,14106.0,173.0,43.0,255.0
eggcoloringcup_yellow_t5,13026.0,8861.0,11620.0,182.0,43.0,255.0
medicine_flaxseed_oil_t1,13182.0,14281.0,14718.0,166.0,46.0,255.0
medicine_flaxseed_oil_t2,12108.0,11552.0,14504.0,170.0,51.0,255.0
medicine_flaxseed_oil_t3,13461.0,14035.0,14722.0,173.0,43.0,255.0
medicine_flaxseed_oil_t4,13395.0,14015.0,10074.0,178.0,47.0,255.0
medicine_flaxseed_oil_t5,12759.0,14383.0,14722.0,163.0,43.0,255.0
pasta_rotini_t1,7566.0,10298.0,14401.0,176.0,47.0,255.0
pasta_rotini_t2,9898.0,11115.0,10263.0,169.0,47.0,255.0
pasta_rotini_t3,7275.0,8181.0,13021.0,166.0,48.0,255.0
pasta_rotini_t4,8858.0,9922.0,12122.0,171.0,46.0,255.0
pasta_rotini_t5,9579.0,12143.0,12694.0,167.0,42.0,255.0
smallstuffedanimal_otter_t1,16965.0,13001.0,10263.0,169.0,43.0,255.0
smallstuffedanimal_otter_t2,13785.0,15287.0,14879.0,163.0,46.0,255.0
smallstuffedanimal_otter_t3,16984.0,10787.0,9709.0,162.0,43.0,255.0
smallstuffedanimal_otter_t4,14957.0,15827.0,15671.0,167.0,47.0,255.0
smallstuffedanimal_otter_t5,16979.0,9086.0,13184.0,165.0,46.0,255.0
timber_rectangle_t1,13440.0,13764.0,13594.0,183.0,46.0,255.0
timber_rectangle_t2,13722.0,14043.0,14228.0,184.0,47.0,255.0
timber_rectangle_t3,13038.0,14124.0,11789.0,175.0,48.0,255.0
timber_rectangle_t4,12679.0,10391.0,13848.0,177.0,48.0,255.0
timber_rectangle_t5,13181.0,12926.0,13972.0,182.0,40.0,255.0
tupperware_marbles_t1,10042.0,11278.0,11278.0,163.0,47.0,255.0
tupperware_marbles_t2,9960.0,11438.0,11459.0,168.0,48.0,255.0
tupperware_marbles_t3,9016.0,10016.0,11815.0,162.0,47.0,255.0
tupperware_marbles_t4,9931.0,11384.0,11437.0,169.0,43.0,255.0
tupperware_marbles_t5,9972.0,11446.0,11299.0,163.0,41.0,255.0
